MINtN,MINddssS,freq_class
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.490550368142359,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-3.698090545217168,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.137208509175274,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.1395447268413506,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
8.992524501900196,-4.138376618008312,1
