MINtN,freq_class,formula
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
8.992524501900196,1,0.99146990217476
9.111023379928954,0,0.002339422250993342
9.111023379928954,0,0.002339422250993342
9.111023379928954,0,0.002339422250993342
9.111023379928954,0,0.002339422250993342
9.111023379928954,0,0.002339422250993342
9.111023379928954,0,0.002339422250993342
9.111023379928954,0,0.002339422250993342
9.111023379928954,0,0.002339422250993342
9.111023379928954,0,0.002339422250993342
9.111023379928954,0,0.002339422250993342
9.111023379928954,0,0.002339422250993342
9.111023379928954,0,0.002339422250993342
9.111023379928954,0,0.002339422250993342
9.111023379928954,0,0.002339422250993342
9.111023379928954,0,0.002339422250993342
9.111023379928954,0,0.002339422250993342
9.111023379928954,0,0.002339422250993342
